Charlson comorbidity index and Read codes in CPRD,,,
Charlson_index,Medcode,Readcode,Readterm
2,100144,B004300,"Malignant neoplasm of lip, oral aspect"
2,19415,B0...00,"Malignant neoplasm of lip, oral cavity and pharynx"
2,39430,B0zz.00,"Malignant neoplasm of lip, oral cavity and pharynx NOS"
2,37553,B007.00,"Malignant neoplasm of lip, unspecified"
2,100906,B00z000,"Malignant neoplasm of lip, unspecified, external"
2,94251,B00z100,"Malignant neoplasm of lip, unspecified, lipstick area"
2,69761,B00zz00,"Malignant neoplasm of lip, vermilion border NOS"
2,8918,B15..00,Malignant neoplasm of liver and intrahepatic bile ducts
2,38978,B15z.00,Malignant neoplasm of liver and intrahepatic bile ducts NOS
2,26393,B152.00,Malignant neoplasm of liver unspecified
2,68055,B307.00,Malignant neoplasm of long bones of leg
2,62630,B307z00,Malignant neoplasm of long bones of leg NOS
2,97530,B051100,Malignant neoplasm of lower buccal sulcus
2,41958,B331200,Malignant neoplasm of lower eyelid
2,49360,B031.00,Malignant neoplasm of lower gum
2,31399,B555.00,Malignant neoplasm of lower limb NOS
2,67504,B003000,"Malignant neoplasm of lower lip, buccal aspect"
2,66384,B001000,"Malignant neoplasm of lower lip, external"
2,91843,B003100,"Malignant neoplasm of lower lip, frenulum"
2,71147,B003.00,"Malignant neoplasm of lower lip, inner aspect"
2,96782,B003z00,"Malignant neoplasm of lower lip, inner aspect NOS"
2,95480,B001100,"Malignant neoplasm of lower lip, lipstick area"
2,89909,B003200,"Malignant neoplasm of lower lip, mucosa"
2,94441,B003300,"Malignant neoplasm of lower lip, oral aspect"
2,67446,B001.00,"Malignant neoplasm of lower lip, vermilion border"
2,101707,B001z00,"Malignant neoplasm of lower lip, vermilion border NOS"
2,18678,B224000,Malignant neoplasm of lower lobe bronchus
2,12582,B224100,Malignant neoplasm of lower lobe of lung
2,31188,B224.00,"Malignant neoplasm of lower lobe, bronchus or lung"
2,42566,B224z00,"Malignant neoplasm of lower lobe, bronchus or lung NOS"
2,42416,B105.00,Malignant neoplasm of lower third of oesophagus
2,59097,B431000,Malignant neoplasm of lower uterine segment
2,45222,B343.00,Malignant neoplasm of lower-inner quadrant of female breast
2,42070,B345.00,Malignant neoplasm of lower-outer quadrant of female breast
2,54691,B302200,Malignant neoplasm of lumbar vertebra
2,12323,B6...00,Malignant neoplasm of lymphatic and haemopoietic tissue
2,12870,B221.00,Malignant neoplasm of main bronchus
2,21698,B221z00,Malignant neoplasm of main bronchus NOS
2,50475,B02z.00,Malignant neoplasm of major salivary gland NOS
2,20292,B02..00,Malignant neoplasm of major salivary glands
2,59520,B300200,Malignant neoplasm of malar bone
2,19423,B35..00,Malignant neoplasm of male breast
2,48809,B35zz00,Malignant neoplasm of male breast NOS
2,33833,B301.00,Malignant neoplasm of mandible
2,71946,B201300,Malignant neoplasm of mastoid air cells
2,17475,B300A00,Malignant neoplasm of maxilla
2,32174,B202.00,Malignant neoplasm of maxillary sinus
2,34878,B308300,Malignant neoplasm of medial cuneiform
2,61064,B24X.00,"Malignant neoplasm of mediastinum, part unspecified"
2,49132,B517100,Malignant neoplasm of medulla oblongata
2,49875,B52X.00,"Malignant neoplasm of meninges, unspecified"
2,90290,B18y700,Malignant neoplasm of mesentery
2,59388,B18y100,Malignant neoplasm of mesocaecum
2,30165,B18y200,Malignant neoplasm of mesorectum
2,72464,B305.12,Malignant neoplasm of metacarpal bones
2,93537,B517200,Malignant neoplasm of midbrain
2,41523,B223000,Malignant neoplasm of middle lobe bronchus
2,39923,B223100,Malignant neoplasm of middle lobe of lung
2,31268,B223.00,"Malignant neoplasm of middle lobe, bronchus or lung"
2,54134,B223z00,"Malignant neoplasm of middle lobe, bronchus or lung NOS"
2,54171,B104.00,Malignant neoplasm of middle third of oesophagus
2,107258,B011100,Malignant neoplasm of midline of tongue
2,55015,B05z.00,Malignant neoplasm of mouth NOS
2,103946,B220100,Malignant neoplasm of mucosa of trachea
2,65605,B241200,Malignant neoplasm of myocardium
2,45793,B430300,Malignant neoplasm of myometrium of corpus uteri
2,95458,B300300,Malignant neoplasm of nasal bone
2,23389,B200.00,Malignant neoplasm of nasal cavities
2,42856,B200z00,Malignant neoplasm of nasal cavities NOS
2,98911,B200100,Malignant neoplasm of nasal conchae
2,65357,B507100,Malignant neoplasm of nasolacrimal duct
2,106915,B073100,Malignant neoplasm of nasopharyngeal soft palate surface
2,24675,B07..00,Malignant neoplasm of nasopharynx
2,28665,B07z.00,Malignant neoplasm of nasopharynx NOS
2,16280,B550400,Malignant neoplasm of neck NOS
2,56490,B52z.00,Malignant neoplasm of nervous system NOS
2,26853,B340.00,Malignant neoplasm of nipple and areola of female breast
2,54494,B350.00,Malignant neoplasm of nipple and areola of male breast
2,23380,B340000,Malignant neoplasm of nipple of female breast
2,68480,B350000,Malignant neoplasm of nipple of male breast
2,59831,B340z00,Malignant neoplasm of nipple or areola of female breast NOS
2,12490,B550200,Malignant neoplasm of nose NOS
2,55953,B300400,Malignant neoplasm of occipital bone
2,39088,B514.00,Malignant neoplasm of occipital lobe
2,1062,B10..00,Malignant neoplasm of oesophagus
2,30700,B10z.00,Malignant neoplasm of oesophagus NOS
2,64971,B520000,Malignant neoplasm of olfactory bulb
2,50898,B18y300,Malignant neoplasm of omentum
2,70126,B520100,Malignant neoplasm of optic nerve
2,45667,B501.00,Malignant neoplasm of orbit
2,63104,B501z00,Malignant neoplasm of orbit NOS
2,50298,B300500,Malignant neoplasm of orbital bone
2,22893,B06..00,Malignant neoplasm of oropharynx
2,43200,B06z.00,Malignant neoplasm of oropharynx NOS
2,67323,B06y.00,"Malignant neoplasm of oropharynx, other specified sites"
2,45267,B55z.00,Malignant neoplasm of other and ill defined site NOS
2,9030,B55..00,Malignant neoplasm of other and ill-defined sites
2,14792,B05..00,Malignant neoplasm of other and unspecified parts of mouth
6,1056,B5z..00,Malignant neoplasm of other and unspecified site NOS
6,38736,B5y..00,Malignant neoplasm of other and unspecified site OS
2,10995,B5...00,Malignant neoplasm of other and unspecified sites
2,70696,B02y.00,Malignant neoplasm of other major salivary glands
2,67949,B48y.00,Malignant neoplasm of other male genital organ
2,92329,B48yz00,Malignant neoplasm of other male genital organ NOS
2,100733,B51yz00,Malignant neoplasm of other part of brain NOS
2,71139,B51y.00,Malignant neoplasm of other parts of brain
2,32955,B41y.00,Malignant neoplasm of other site of cervix
2,43435,B41yz00,Malignant neoplasm of other site of cervix NOS
2,56715,B34y.00,Malignant neoplasm of other site of female breast
2,38475,B34yz00,Malignant neoplasm of other site of female breast NOS
2,54202,B35z.00,Malignant neoplasm of other site of male breast
2,29283,B2zy.00,Malignant neoplasm of other site of respiratory tract
2,36949,B49y.00,Malignant neoplasm of other site of urinary bladder
2,97996,B44y.00,Malignant neoplasm of other site of uterine adnexa
2,31608,B43y.00,Malignant neoplasm of other site of uterine body
2,49758,B0zy.00,"Malignant neoplasm of other sites lip, oral cavity, pharynx"
2,38961,B22y.00,Malignant neoplasm of other sites of bronchus or lung
2,56709,B04y.00,Malignant neoplasm of other sites of floor of mouth
2,101753,B03y.00,Malignant neoplasm of other sites of gum
2,41530,B01y.00,Malignant neoplasm of other sites of tongue
2,90659,B54y.00,Malignant neoplasm of other specified endocrine gland
2,95421,B45y.00,Malignant neoplasm of other specified female genital organ
2,88362,B08y.00,Malignant neoplasm of other specified hypopharyngeal site
2,37916,B05y.00,Malignant neoplasm of other specified mouth parts
2,88144,B52y.00,Malignant neoplasm of other specified part of nervous system
2,53591,B10y.00,Malignant neoplasm of other specified part of oesophagus
2,98104,B23y.00,Malignant neoplasm of other specified pleura
2,40437,B50y.00,Malignant neoplasm of other specified site of eye
2,55630,B07y.00,Malignant neoplasm of other specified site of nasopharynx
2,91037,B06yz00,Malignant neoplasm of other specified site of oropharynx NOS
2,55019,B11y.00,Malignant neoplasm of other specified site of stomach
2,65372,B11yz00,Malignant neoplasm of other specified site of stomach NOS
2,99896,B12y.00,Malignant neoplasm of other specified site small intestine
2,42218,B55y.00,Malignant neoplasm of other specified sites
2,48231,B13y.00,Malignant neoplasm of other specified sites of colon
2,48537,B17y.00,Malignant neoplasm of other specified sites of pancreas
2,18354,B33y.00,Malignant neoplasm of other specified skin sites
2,44884,B4Ay.00,Malignant neoplasm of other urinary organs
2,7805,B440.00,Malignant neoplasm of ovary
2,19141,B44..00,Malignant neoplasm of ovary and other uterine adnexa
2,36371,B225.00,Malignant neoplasm of overlapping lesion of bronchus & lung
2,16967,B432.00,Malignant neoplasm of overlapping lesion of corpus uteri
2,18882,B006.00,Malignant neoplasm of overlapping lesion of lip
2,102151,B060200,Malignant neoplasm of overlapping lesion of tonsil
2,59286,B4Ay000,Malignant neoplasm of overlapping lesion of urinary organs
2,27617,B45y000,Malignant neoplasm of overlapping lesion of vulva
2,28559,B055z00,Malignant neoplasm of palate NOS
2,70819,B055.00,Malignant neoplasm of palate unspecified
2,101988,B060100,Malignant neoplasm of palatine tonsil
2,61510,B062200,Malignant neoplasm of palatoglossal arch
2,93842,B062300,Malignant neoplasm of palatopharyngeal arch
2,8166,B17..00,Malignant neoplasm of pancreas
2,34388,B17z.00,Malignant neoplasm of pancreas NOS
2,35535,B173.00,Malignant neoplasm of pancreatic duct
2,46153,B443.00,Malignant neoplasm of parametrium
2,4218,B541.00,Malignant neoplasm of parathyroid gland
2,72174,B4A4.00,Malignant neoplasm of paraurethral glands
2,54747,B300600,Malignant neoplasm of parietal bone
2,19226,B513.00,Malignant neoplasm of parietal lobe
2,64516,B18y400,Malignant neoplasm of parietal peritoneum
2,67107,B230.00,Malignant neoplasm of parietal pleura
2,4388,B020.00,Malignant neoplasm of parotid gland
2,54631,B306.00,"Malignant neoplasm of pelvic bones, sacrum and coccyx"
2,39413,B18y500,Malignant neoplasm of pelvic peritoneum
2,52316,B553.00,Malignant neoplasm of pelvis
2,55101,B553z00,Malignant neoplasm of pelvis NOS
2,38938,B306z00,"Malignant neoplasm of pelvis, sacrum or coccyx NOS"
2,63224,B48z.00,Malignant neoplasm of penis and other male genital organ NOS
2,3541,B48..00,Malignant neoplasm of penis and other male genital organs
2,43392,B483.00,"Malignant neoplasm of penis, part unspecified"
2,23480,B335900,Malignant neoplasm of perianal skin
2,94975,B241300,Malignant neoplasm of pericardium
2,65159,B180100,Malignant neoplasm of perinephric tissue
2,86046,B524400,Malignant neoplasm of peripheral nerve of abdomen
2,89258,B524200,"Malignant neoplasm of peripheral nerve of low limb, incl hip"
2,73988,B524500,Malignant neoplasm of peripheral nerve of pelvis
2,63695,B524300,Malignant neoplasm of peripheral nerve of thorax
2,61716,B524100,"Malignant neoplasm of peripheral nerve,upp limb,incl should"
2,63568,B524000,"Malignant neoplasm of peripheral nerves of head, face & neck"
2,58949,B308D00,Malignant neoplasm of phalanges of foot
2,86812,B305D00,Malignant neoplasm of phalanges of hand
2,37940,B072000,Malignant neoplasm of pharyngeal recess
2,46548,B071100,Malignant neoplasm of pharyngeal tonsil
2,16297,B0z0.00,Malignant neoplasm of pharynx unspecified
2,42460,B543.00,Malignant neoplasm of pineal gland
2,33271,B332200,Malignant neoplasm of pinna NEC
2,8550,B542000,Malignant neoplasm of pituitary gland
2,93762,B42..00,Malignant neoplasm of placenta
2,31573,B23..00,Malignant neoplasm of pleura
2,34742,B23z.00,Malignant neoplasm of pleura NOS
2,91240,B517300,Malignant neoplasm of pons
2,43548,B080.00,Malignant neoplasm of postcricoid region
2,92720,B243.00,Malignant neoplasm of posterior mediastinum
2,64462,B083.00,Malignant neoplasm of posterior pharynx
2,69671,B010.11,Malignant neoplasm of posterior third of tongue
2,95429,B071.00,Malignant neoplasm of posterior wall of nasopharynx
2,96869,B071z00,Malignant neoplasm of posterior wall of nasopharynx NOS
2,90124,B067.00,Malignant neoplasm of posterior wall of oropharynx
2,96802,B11y100,Malignant neoplasm of posterior wall of stomach NEC
2,42012,B494.00,Malignant neoplasm of posterior wall of urinary bladder
2,50681,B480.00,Malignant neoplasm of prepuce (foreskin)
2,48237,B111000,Malignant neoplasm of prepylorus of stomach
2,89916,B553100,Malignant neoplasm of presacral region
2,780,B46..00,Malignant neoplasm of prostate
2,51921,B306200,Malignant neoplasm of pubis
2,19318,B112.00,Malignant neoplasm of pyloric antrum of stomach
2,41215,B111100,Malignant neoplasm of pyloric canal of stomach
2,21620,B111.00,Malignant neoplasm of pylorus of stomach
2,59092,B111z00,Malignant neoplasm of pylorus of stomach NOS
2,39897,B081.00,Malignant neoplasm of pyriform sinus
2,92371,B304300,Malignant neoplasm of radius
2,27855,B140.00,Malignant neoplasm of rectosigmoid junction
2,1800,B141.00,Malignant neoplasm of rectum
2,35357,B14..00,"Malignant neoplasm of rectum, rectosigmoid junction and anus"
2,27540,B4A1000,Malignant neoplasm of renal calyces
2,12389,B4A1.00,Malignant neoplasm of renal pelvis
2,54184,B4A1z00,Malignant neoplasm of renal pelvis NOS
2,42569,B2zz.00,Malignant neoplasm of respiratory tract NOS
2,28069,B505.00,Malignant neoplasm of retina
2,24048,B180200,Malignant neoplasm of retrocaecal tissue
2,37724,B056.00,Malignant neoplasm of retromolar area
2,21330,B180.00,Malignant neoplasm of retroperitoneum
2,61555,B180z00,Malignant neoplasm of retroperitoneum NOS
2,44108,B18..00,Malignant neoplasm of retroperitoneum and peritoneum
2,16298,B18z.00,Malignant neoplasm of retroperitoneum and peritoneum NOS
2,37842,B303000,Malignant neoplasm of rib
2,51237,B303z00,"Malignant neoplasm of rib, sternum and clavicle NOS"
2,27528,B303.00,"Malignant neoplasm of ribs, sternum and clavicle"
2,69951,B055100,Malignant neoplasm of roof of mouth
2,94390,B070.00,Malignant neoplasm of roof of nasopharynx
2,40966,B306300,Malignant neoplasm of sacral vertebra
2,107126,B553200,Malignant neoplasm of sacrococcygeal region
2,37165,B334000,Malignant neoplasm of scalp
2,54234,B334.00,Malignant neoplasm of scalp and skin of neck
2,73760,B334z00,Malignant neoplasm of scalp or skin of neck NOS
2,49054,B304000,Malignant neoplasm of scapula
2,71810,B304.00,Malignant neoplasm of scapula and long bones of upper arm
2,47767,B486.00,Malignant neoplasm of scrotum
2,37016,B33..14,Malignant neoplasm of sebaceous gland
,111426,B308900,Malignant neoplasm of second metatarsal bone
2,68161,B48y000,Malignant neoplasm of seminal vesicle
2,62761,B200200,Malignant neoplasm of septum of nose
2,105475,B308.00,Malignant neoplasm of short bones of leg
2,103354,B308z00,Malignant neoplasm of short bones of leg NOS
2,2815,B133.00,Malignant neoplasm of sigmoid colon
2,2492,B33z.00,Malignant neoplasm of skin NOS
2,18618,B335300,Malignant neoplasm of skin of abdominal wall
2,64270,B337500,Malignant neoplasm of skin of ankle
2,33997,B332000,Malignant neoplasm of skin of auricle (ear)
2,70380,B335000,Malignant neoplasm of skin of axillary fold
2,45077,B335700,Malignant neoplasm of skin of back
2,30543,B335200,Malignant neoplasm of skin of breast
2,62305,B335800,Malignant neoplasm of skin of buttock
2,30645,B333000,"Malignant neoplasm of skin of cheek, external"
2,37969,B335100,"Malignant neoplasm of skin of chest, excluding breast"
2,49403,B333100,Malignant neoplasm of skin of chin
2,62080,B332100,Malignant neoplasm of skin of external auditory meatus
2,55670,B333200,Malignant neoplasm of skin of eyebrow
2,25245,B336400,Malignant neoplasm of skin of finger
2,70587,B337700,Malignant neoplasm of skin of foot
2,30577,B336200,Malignant neoplasm of skin of fore-arm
2,30576,B333300,Malignant neoplasm of skin of forehead
2,67914,B337900,Malignant neoplasm of skin of great toe
2,66319,B335500,Malignant neoplasm of skin of groin
2,54352,B336300,Malignant neoplasm of skin of hand
2,104025,B337600,Malignant neoplasm of skin of heel
2,70988,B337000,Malignant neoplasm of skin of hip
2,56954,B337200,Malignant neoplasm of skin of knee
2,18245,B330.00,Malignant neoplasm of skin of lip
2,33682,B337400,Malignant neoplasm of skin of lower leg
2,57442,B337.00,Malignant neoplasm of skin of lower limb and hip
2,61194,B337z00,Malignant neoplasm of skin of lower limb or hip NOS
2,43619,B334100,Malignant neoplasm of skin of neck
2,16202,B333400,Malignant neoplasm of skin of nose (external)
2,46458,B335600,Malignant neoplasm of skin of perineum
2,68197,B337300,Malignant neoplasm of skin of popliteal fossa area
2,66447,B335A00,Malignant neoplasm of skin of scapular region
2,43122,B336000,Malignant neoplasm of skin of shoulder
2,21327,B333500,Malignant neoplasm of skin of temple
2,58601,B337100,Malignant neoplasm of skin of thigh
2,64406,B336500,Malignant neoplasm of skin of thumb
2,65782,B337800,Malignant neoplasm of skin of toe
2,57446,B335.00,"Malignant neoplasm of skin of trunk, excluding scrotum"
2,15868,B335z00,"Malignant neoplasm of skin of trunk, excluding scrotum, NOS"
2,67748,B335400,Malignant neoplasm of skin of umbilicus
2,42707,B336100,Malignant neoplasm of skin of upper arm
2,30747,B336.00,Malignant neoplasm of skin of upper limb and shoulder
2,60526,B336z00,Malignant neoplasm of skin of upper limb or shoulder NOS
2,43390,B12z.00,Malignant neoplasm of small intestine NOS
2,6806,B12..00,Malignant neoplasm of small intestine and duodenum
2,40292,B053.00,Malignant neoplasm of soft palate
2,40014,B310100,Malignant neoplasm of soft tissue of face
2,59382,B310000,Malignant neoplasm of soft tissue of head
2,48517,B310200,Malignant neoplasm of soft tissue of neck
2,46613,B18y.00,Malignant neoplasm of specified parts of peritoneum
2,64106,B18yz00,Malignant neoplasm of specified parts of peritoneum NOS
2,60052,B55yz00,Malignant neoplasm of specified site NOS
2,95783,B17yz00,Malignant neoplasm of specified site of pancreas NOS
2,63331,B485.00,Malignant neoplasm of spermatic cord
2,55595,B300700,Malignant neoplasm of sphenoid bone
2,65215,B205.00,Malignant neoplasm of sphenoidal sinus
2,105613,B161300,Malignant neoplasm of sphincter of Oddi
2,51115,B522.00,Malignant neoplasm of spinal cord
2,49714,B523.00,Malignant neoplasm of spinal meninges
2,67211,B523z00,Malignant neoplasm of spinal meninges NOS
2,65460,B1z1.00,Malignant neoplasm of spleen NEC
2,93778,B1z1z00,Malignant neoplasm of spleen NOS
2,18619,B137.00,Malignant neoplasm of splenic flexure of colon
2,57719,B41y100,Malignant neoplasm of squamocolumnar junction of cervix
2,49491,B303100,Malignant neoplasm of sternum
2,8386,B11..00,Malignant neoplasm of stomach
2,14800,B11z.00,Malignant neoplasm of stomach NOS
2,22441,B212.00,Malignant neoplasm of subglottis
2,70928,B022.00,Malignant neoplasm of sublingual gland
2,51786,B021.00,Malignant neoplasm of submandibular gland
2,73510,B550500,Malignant neoplasm of supraclavicular fossa NOS
2,26165,B211.00,Malignant neoplasm of supraglottis
2,40443,B33..15,Malignant neoplasm of sweat gland
2,39870,B172.00,Malignant neoplasm of tail of pancreas
2,95182,B308100,Malignant neoplasm of talus
2,49463,B310400,Malignant neoplasm of tarsus of eyelid
2,62104,B300800,Malignant neoplasm of temporal bone
2,46792,B512.00,Malignant neoplasm of temporal lobe
2,47556,B512z00,Malignant neoplasm of temporal lobe NOS
2,15148,B47..00,Malignant neoplasm of testis
2,38510,B47z.00,Malignant neoplasm of testis NOS
2,62126,B510500,Malignant neoplasm of thalamus
2,69821,B18y600,Malignant neoplasm of the pouch of Douglas
2,108638,B305A00,Malignant neoplasm of third metacarpal bone
2,41362,B101.00,Malignant neoplasm of thoracic oesophagus
2,32372,B302100,Malignant neoplasm of thoracic vertebra
2,47286,B551.00,Malignant neoplasm of thorax
2,64810,B551z00,Malignant neoplasm of thorax NOS
2,27483,B240.00,Malignant neoplasm of thymus
2,62556,B24..00,"Malignant neoplasm of thymus, heart and mediastinum"
2,47862,B213300,Malignant neoplasm of thyroid cartilage
2,5637,B53..00,Malignant neoplasm of thyroid gland
2,40814,B307200,Malignant neoplasm of tibia
2,10283,B01..00,Malignant neoplasm of tongue
2,40557,B01z.00,Malignant neoplasm of tongue NOS
2,37096,B015.00,"Malignant neoplasm of tongue, junctional zone"
2,36161,B012.00,"Malignant neoplasm of tongue, tip and lateral border"
2,16241,B060.00,Malignant neoplasm of tonsil
2,24397,B061.00,Malignant neoplasm of tonsillar fossa
2,100002,B062z00,Malignant neoplasm of tonsillar fossa NOS
2,55066,B062.00,Malignant neoplasm of tonsillar pillar
2,15221,B220.00,Malignant neoplasm of trachea
2,37810,B220z00,Malignant neoplasm of trachea NOS
2,13243,B22..00,"Malignant neoplasm of trachea, bronchus and lung"
2,6935,B131.00,Malignant neoplasm of transverse colon
2,38862,B490.00,Malignant neoplasm of trigone of urinary bladder
2,67217,B55y100,Malignant neoplasm of trunk NOS
2,47668,B48y100,Malignant neoplasm of tunica vaginalis
2,54613,B201200,Malignant neoplasm of tympanic antrum
2,98537,B201100,Malignant neoplasm of tympanic cavity
2,64848,B304400,Malignant neoplasm of ulna
2,64602,B470.00,Malignant neoplasm of undescended testis
2,96429,B470z00,Malignant neoplasm of undescended testis NOS
6,47810,B59..00,Malignant neoplasm of unspecified site
6,54267,B59z.00,Malignant neoplasm of unspecified site NOS
2,95772,B051000,Malignant neoplasm of upper buccal sulcus
2,55550,B331100,Malignant neoplasm of upper eyelid
2,32024,B030.00,Malignant neoplasm of upper gum
2,27449,B554.00,Malignant neoplasm of upper limb NOS
,111289,B002000,"Malignant neoplasm of upper lip, buccal aspect"
2,66270,B000000,"Malignant neoplasm of upper lip, external"
2,99001,B002100,"Malignant neoplasm of upper lip, frenulum"
2,99493,B002.00,"Malignant neoplasm of upper lip, inner aspect"
2,100721,B002z00,"Malignant neoplasm of upper lip, inner aspect NOS"
2,50296,B000100,"Malignant neoplasm of upper lip, lipstick area"
2,98500,B002200,"Malignant neoplasm of upper lip, mucosa"
2,90610,B002300,"Malignant neoplasm of upper lip, oral aspect"
2,73962,B000.00,"Malignant neoplasm of upper lip, vermilion border"
2,98740,B000z00,"Malignant neoplasm of upper lip, vermilion border NOS"
2,31700,B222000,Malignant neoplasm of upper lobe bronchus
2,25886,B222100,Malignant neoplasm of upper lobe of lung
2,10358,B222.00,"Malignant neoplasm of upper lobe, bronchus or lung"
2,44169,B222z00,"Malignant neoplasm of upper lobe, bronchus or lung NOS"
2,50789,B103.00,Malignant neoplasm of upper third of oesophagus
2,29826,B342.00,Malignant neoplasm of upper-inner quadrant of female breast
2,23399,B344.00,Malignant neoplasm of upper-outer quadrant of female breast
2,42023,B497.00,Malignant neoplasm of urachus
2,15223,B4A2.00,Malignant neoplasm of ureter
2,28241,B496.00,Malignant neoplasm of ureteric orifice
2,101608,B4A1100,Malignant neoplasm of ureteropelvic junction
2,15644,B4A3.00,Malignant neoplasm of urethra
2,779,B49..00,Malignant neoplasm of urinary bladder
2,31102,B49z.00,Malignant neoplasm of urinary bladder NOS
2,65106,B44z.00,Malignant neoplasm of uterine adnexa NOS
2,2744,B40..00,"Malignant neoplasm of uterus, part unspecified"
2,37516,B054.00,Malignant neoplasm of uvula
2,37328,B450.00,Malignant neoplasm of vagina
2,60772,B450z00,Malignant neoplasm of vagina NOS
2,10698,B450100,Malignant neoplasm of vaginal vault
2,39554,B063.00,Malignant neoplasm of vallecula
2,62840,B013.00,Malignant neoplasm of ventral surface of tongue
2,38488,B013z00,Malignant neoplasm of ventral tongue surface NOS
2,16704,B302.00,Malignant neoplasm of vertebral column
2,49701,B302z00,Malignant neoplasm of vertebral column NOS
2,103796,B051.00,Malignant neoplasm of vestibule of mouth
2,62182,B200300,Malignant neoplasm of vestibule of nose
2,106194,B231.00,Malignant neoplasm of visceral pleura
2,44452,B300C00,Malignant neoplasm of vomer
2,4554,B454.00,Malignant neoplasm of vulva unspecified
2,54493,B303500,Malignant neoplasm of xiphoid process
2,50299,B300900,Malignant neoplasm of zygomatic bone
2,60312,B16y.00,Malignant neoplasm other gallbladder/extrahepatic bile duct
2,56918,B1zy.00,Malignant neoplasm other spec digestive tract and peritoneum
2,42429,B33X.00,Malignant neoplasm overlapping lesion of skin
2,59823,B542.00,Malignant neoplasm pituitary gland and craniopharyngeal duct
2,99386,B073200,Malignant neoplasm posterior margin nasal septum and choanae
2,50974,B14z.00,"Malignant neoplasm rectum,rectosigmoid junction and anus NOS"
2,53515,B332.00,Malignant neoplasm skin of ear and external auricular canal
2,27370,B333.00,Malignant neoplasm skin of other and unspecified parts face
2,46008,B333z00,Malignant neoplasm skin other and unspec part of face NOS
2,108389,B310500,Malignant neoplasm soft tissues of cervical spine
2,53884,B060z00,Malignant neoplasm tonsil NOS
,111311,B317.00,"Malignant neoplasm, overlap lesion connective & soft tissue"
2,66646,B26..00,"Malignant neoplasm, overlap lesion of resp & intrathor orgs"
2,68824,B48y200,"Malignant neoplasm, overlapping lesion male genital orgs"
2,39590,B206.00,"Malignant neoplasm, overlapping lesion of accessory sinuses"
2,35039,B163.00,"Malignant neoplasm, overlapping lesion of biliary tract"
2,47801,B49y000,"Malignant neoplasm, overlapping lesion of bladder"
2,65241,B51y200,"Malignant neoplasm, overlapping lesion of brain"
2,49148,B347.00,"Malignant neoplasm, overlapping lesion of breast"
2,58094,B412.00,"Malignant neoplasm, overlapping lesion of cervix uteri"
2,93478,B138.00,"Malignant neoplasm, overlapping lesion of colon"
2,94776,B1z2.00,"Malignant neoplasm, overlapping lesion of digestive system"
2,45922,B508.00,"Malignant neoplasm, overlapping lesion of eye and adnexa"
2,17912,B042.00,"Malignant neoplasm, overlapping lesion of floor of mouth"
2,50579,B214.00,"Malignant neoplasm, overlapping lesion of larynx"
2,66422,B074.00,"Malignant neoplasm, overlapping lesion of nasopharynx"
2,67497,B106.00,"Malignant neoplasm, overlapping lesion of oesophagus"
2,97875,B175.00,"Malignant neoplasm, overlapping lesion of pancreas"
2,52570,B487.00,"Malignant neoplasm, overlapping lesion of penis"
2,66166,B124.00,"Malignant neoplasm, overlapping lesion of small intestine"
2,51690,B117.00,"Malignant neoplasm, overlapping lesion of stomach"
2,50777,B524600,"Malignant neoplasm,overlap lesion periph nerve & auton ns"
2,87113,B54X.00,"Malignant neoplasm-pluriglandular involvement,unspecified"
2,43614,B30X.00,"Malignant neoplasm/bones+articular cartilage/limb,unspfd"
2,67451,B30W.00,Malignant neoplasm/overlap lesion/bone+articulr cartilage
2,26454,B45X.00,Malignant neoplasm/overlapping lesion/feml genital organs
6,51352,B592.00,Malignant neoplasms of independent (primary) multiple sites
2,65434,B62z.00,Malignant neoplasms of lymphoid and histiocytic tissue NOS
2,47205,B017.00,Malignant overlapping lesion of tongue
2,22158,B630000,"Malignant plasma cell neoplasm, extramedullary plasmacytoma"
2,62437,B62x400,Malignant reticulosis
2,50152,B306500,Malignant sacral teratoma
1,52236,C10A.00,Malnutrition-related diabetes mellitus
1,66675,C10A000,Malnutrition-related diabetes mellitus with coma
1,33969,C10A100,Malnutrition-related diabetes mellitus with ketoacidosis
1,67709,H354.00,Malt workers' lung
1,56652,H356.00,Maple bark strippers' lung
1,89206,H423.00,Massive silicotic fibrosis
2,65721,B673.00,Mast cell leukaemia
2,100615,B626500,Mast cell malignancy of lymph nodes inguinal region and leg
2,31324,B626800,Mast cell malignancy of lymph nodes of multiple sites
2,103900,B626000,Mast cell malignancy of unspecified site
1,14889,C100111,Maturity onset diabetes
1,59991,C10D.11,Maturity onset diabetes in youth type 2
2,57671,B672.00,Megakaryocytic leukaemia
2,12465,K032.00,Membranoproliferative nephritis unspecified
2,41881,K032y14,Mesangiocapillary glomerulonephritis NEC
2,36342,K032y13,Mesangioproliferative glomerulonephritis NEC
2,7484,B226.00,Mesothelioma
2,101885,B241400,Mesothelioma of pericardium
2,17874,B181.00,Mesothelioma of peritoneum
2,9600,B232.00,Mesothelioma of pleura
6,6471,B57..11,Metastases of respiratory and/or digestive systems
1,3018,663V100,Mild asthma
1,25796,H332.00,Mixed asthma
1,24248,H313.00,Mixed simple and mucopurulent chronic bronchitis
1,13065,663V200,Moderate asthma
2,67700,B66..12,Monoblastic leukaemia
2,35875,B66..00,Monocytic leukaemia
